twitter_id	party
608826805	R
609286279	D
609424335	R
61000954	D
61047840	D
610869738	D
611331897	D
611867872	D
612057704	D
61233571	R
61266524	D
613718131	R
614901028	D
61521653	R
615951277	R
615993180	D
616737225	D
617370552	R
61856309	D
6185862	D
61871814	R
619079693	D
619451921	D
619513369	R
619520469	R
62071770	D
621485812	D
624826831	D
625037102	D
625352100	R
625546219	R
625759858	D
625891051	R
62632267	D
62633151	D
627480461	R
62831904	D
62919588	D
62932775	R
62945011	R
629597102	D
63003432	D
630128485	R
63168512	D
631697712	D
63188134	R
631946173	R
632094967	D
632564853	D
63262233	D
634184276	R
635688754	D
63602081	R
636652493	D
63776138	D
63790450	R
63804234	R
63835199	D
63858421	R
64035970	D
64116213	D
64319731	D
64401051	R
64407928	D
64426122	D
64496696	R
64607956	R
64871723	D
64914038	R
64914137	R
64948533	D
65150682	D
65210574	D
65365682	R
65763671	R
66020352	D
66056991	R
66353369	R
66509355	D
66942374	D
66951419	R
66989011	D
67356654	R
6742412	R
67741234	I
67875296	D
67899097	D
68219213	D
68454527	R
68824441	R
69086398	R
69190453	R
69315767	R
69345925	D
69553221	R
69563105	R
69761145	R
70111902	R
70144495	D
701685615562248192	D
702261605703294976	D
702601370344402944	R
703430950219358208	R
70460118	R
705245553001517056	D
70608023	D
707097541968588800	R
707203777313382400	D
707509885	R
708180492466520065	D
710216499420635136	D
710882693	D
711026018048286722	D
711239104273518593	R
71132559	D
711498808	R
711641871399780352	R
712095843021619200	D
71325454	D
713334511	D
71355311	R
71374488	R
71479094	R
715009133171318784	D
715284641	D
71553097	D
715538507767422976	R
716079767418593280	R
71651549	D
716544710	D
717524490574409730	D
717776438653374464	R
718235132	D
718375439367028737	D
718909155654967296	D
718929753567293441	D
720025504020094976	D
720629656953626628	D
72094286	D
72123495	D
722793491059769344	D
723115219	D
723175496	D
72357108	R
723949078040743936	R
724323918836715522	D
72454254	D
724982770963984384	R
724989244272300034	R
725085464	D
72547151	R
725777349338255361	D
725872685444648960	D
7259302	D
726430258459762690	R
726872852968931328	D
727049707	D
72717049	D
72904561	R
729177876	D
72945644	D
730192575949209601	D
730619682458357760	R
730881557666226176	D
730983555245977600	D
73238146	D
733069202	R
73333278	I
7334402	D
733780928342921216	R
73458071	R
734649816848961536	D
734914091886600192	D
736616873958232064	R
737090258328752128	D
737469696149204992	R
738132584622759937	D
73846742	D
740828601378066432	D
741725172881887232	R
742060047375572992	R
74230885	D
742731683573555201	D
743229394454446080	D
743491833834110977	R
744122320600596482	R
744252001572233216	D
744671956776062977	D
74482441	R
74515918	R
74543417	R
74568060	D
746016845791174656	D
746764441568456704	D
747871274	R
74825169	R
748477502	R
74925018	D
750046943905058816	D
750066155327361024	D
750161627454984192	D
75020235	R
750365550	R
750410239581663232	R
751075331801485313	D
751203666963476480	D
75190347	I
752566982449373184	D
753060090740088833	R
753668096	D
75367781	R
754252444146671616	D
75445472	R
755057200901398528	D
755057897583804416	D
75550876	R
756173215823597568	D
756279702	D
757104237931364352	D
757663931871748100	D
757705656	R
757739089	D
758011007000203264	R
758374478	D
758480659945955328	D
75896584	R
759085358868946944	R
759557845566226433	D
760020356	D
76027332	D
76150411	R
761700665726939136	D
761783018	D
762462903093997569	D
762688704208969728	D
763206288947970053	D
763234060621807617	R
763525830962139138	D
763785458497171464	D
76387233	R
7651862	D
765200470742818816	R
765718694332817408	R
766047530291499011	D
767484720724647936	D
767986753	D
76799320	D
768357679	R
770597146152300544	D
770910184294187008	D
772430100	D
772903942175031296	D
773678778	R
773682198385950720	D
773952818755538945	R
774693364306472961	D
775142	D
776226200251269120	D
776249889835614212	R
776922348385689600	R
776959799871303681	D
778488883	D
778514345227452416	D
778779263558414336	D
77889726	D
778961558303113218	R
779025616041488384	R
779032712782815232	D
779188582296670208	R
779566170	R
780269431	D
780383160	R
780591304422023168	D
780676098	D
781212264	D
781578192654069760	D
782918371	D
78295067	R
783036344327081985	R
78369108	R
783808585	D
78490683	R
785164236804632576	D
785232363102019584	D
785340777169903616	D
785884261	D
785910978617577472	D
786215645071278080	D
786625383110053888	D
786734499308511232	R
787314168219176960	D
787718832391647232	R
788195510356176896	D
788251534840717312	D
788912266452176896	D
7890622	R
790657468560990208	D
791901679	R
79281675	D
793306512013742080	D
793587569455804417	D
793614198378995713	D
793766323809583104	D
793889238651539457	D
793999634	D
795011719	R
795322426779254785	D
795430789571837952	D
795969112648384512	D
796127674511065088	D
796554805229580288	D
796726296	D
797091761462083584	D
797444575564533760	D
797591540080250881	D
797809994179760128	R
798007536125431808	D
798654543911272449	R
79888493	D
798890670	D
798897338	R
798910295968284672	D
799068469	D
799096829115830272	R
799136767987294208	D
799294830832742400	D
799372922313908224	D
800542393510412288	D
800704496246484992	D
801100959652970496	D
801111943775973376	D
801797759959318528	D
802503457831849984	D
802540906834460672	I
803250111249838080	R
803391419561820160	I
803467165990985732	D
803487211	D
803537599	R
80391205	D
804648200	D
804834578124984320	D
806794262004150273	D
806906355214852096	D
80698068	R
807176238	D
808376330937110528	R
808496137929793536	D
808510546031079424	R
809420163711909888	D
810277341280669696	D
810639135694356480	D
810802664	D
81159334	R
812026450614321153	R
812078582428213248	D
812079680027316229	D
81230731	D
812953368	D
813239494098948096	R
814292178268749824	R
814691631614070784	D
815326132471926784	D
815718542280519680	D
815958011785121792	D
816181091673448448	D
816719802328715264	R
816794030382190592	D
816802832003297282	D
816870147180793856	D
816896217426829312	R
817035658162077696	D
817158838164029440	D
817520066086469634	D
818513652814843906	D
818532229689331713	D
819032017140531200	D
820139472041877504	D
820140633436237825	D
820705814906339328	D
82082088	D
820903712	D
821023979783782401	R
821361062272520193	D
821584	D
821795836447182848	D
822430474199068672	D
822510633434435584	R
822585233249882112	D
822827798414893060	D
822844948433301504	D
822930022310825984	R
822935347491323904	D
823100414878851073	D
823245422139469824	D
823552974253342721	D
823579610336083968	D
823729316676665345	D
824062810481168385	D
824271324889698304	D
82430090	D
824423653299326976	D
824607109958500352	R
824756147672403968	D
824773385670578176	D
825166422707933185	D
825364288520982529	D
825429445402099713	D
825436379525963776	D
825744303674814464	D
825777487925870592	D
825806990488326144	D
825851852340199424	D
825852047006322688	D
825856701857415168	D
826083588860891136	D
826496319044792322	I
826542104	R
826637866755321857	D
826902014462423040	D
827129857775595520	D
827176952452759555	D
827279765287559171	R
827311090384121856	D
828338221838917632	D
828406947359686656	R
828862667934855168	D
829441206	R
829516518404743169	D
829594600910106624	D
829638260	D
829706512402620416	D
829733779010883584	D
83058125	D
830888476539232257	D
832068574760017924	R
832429417456660481	D
832747890510475264	D
835010377	D
835345165611057152	D
835368648692891648	R
835892876534026242	D
836670766368219136	D
836960653411774464	D
8370082	D
837086606616117250	D
837117388361359360	D
837303571292966912	R
837409894294749185	D
838105183775121412	D
838266910043164673	D
838466653784522755	R
839513345283731456	R
840064277939597312	D
840161360868593665	D
840627063962906627	D
840711877512552448	D
841376530697715712	R
841691667560308737	R
841737152698449920	D
84183248	D
842450609055784961	D
842761711367192576	D
842813387230924810	D
844062990	D
844308763	D
844735730530312196	D
845253706304143364	D
845359091887280131	D
845893680	D
846265483	R
846438498454286336	R
847130721001066496	D
847838832993202178	R
848245151336206337	D
848518471	D
848603705033330688	D
849020859117207553	D
849074068137619456	D
849095774474522624	R
850035191200567296	D
850068025126662144	D
850179726396227584	D
850311699253088256	D
850432368766722048	D
851088392351875074	D
85146136	R
851562440093556736	D
851592128555831296	D
851925392973860868	D
852002790335492096	R
852045166185652224	D
852694800763629568	D
8526952	D
854159477477658624	D
854194394856964096	D
85505639	D
855109542639751169	D
855240223432769538	D
858921774	D
860228186554204162	D
860701598	D
861243229093724160	R
863000459576881152	D
863021084156858368	R
863123675750559744	D
863283739496939520	D
865276677957406720	D
866146460303331330	D
866504623	D
867187050	D
867495243482058755	D
867783477915254784	D
86816944	R
868174067882381312	D
868566436545011712	D
868627525362176000	D
86878026	R
869209319971147777	D
869261875	D
869622846498021376	D
869779479027208192	D
869996148051804160	D
870005520232566791	D
870971280715112448	R
871811478663426048	D
872438628399579137	D
872471341697466370	R
873032962014564354	R
874114249412534272	D
874659991	R
874740812	R
875407002050076673	D
876625565809221632	R
87742045	R
877541637513203714	R
877688434718109696	D
877820804251209728	D
878006456548810752	D
878247600096509952	R
878726113740038144	D
878759964134604800	D
878767241323532290	R
879048454009487361	D
879355336779595776	D
87941822	R
879761743060373508	R
879876085273546754	R
87992708	D
880284689885523968	R
880626469684207616	R
880918346522398720	D
881270269586927617	D
881621833568616448	D
882049699217264642	R
882383781063274498	D
882799575228088321	R
88281587	D
88282197	D
882837562104176642	D
88293771	D
883065851691315201	R
883641374	R
884875472	R
884908246359830528	R
8849102	R
885360811815968768	D
885512527966351360	D
885667789247262722	R
885830363720802304	D
88587154	R
885887040	D
886040836936310784	R
886466075071787008	D
88722764	D
88755383	R
887704019296276482	D
887708307900837888	R
88772059	R
888503087278829568	D
888650520	D
889924451147579396	D
889930888729047040	D
890015256327729157	R
89006955	R
890591048048627712	R
890675418780618753	D
8916632	D
892181170842091521	R
892244385550802944	D
892545644375687168	D
893290253724897281	D
893953040	R
894292836	D
894308488356265984	R
894427160898711552	D
894940941039144962	R
895381583737348096	D
895478479155855362	D
896250527666798593	R
896405345752559616	R
896788356100521988	D
896857073278996481	R
89699383	R
897896631902781440	D
897988374	D
898165160	D
898166719797235713	D
89836466	R
898565402346827779	D
898636844736196609	D
900081566323417088	D
900115400	D
900197797403791362	R
902588418949033984	D
903049778	R
903069326495887362	D
903399133372751873	R
90386169	R
903927722375880707	D
90420685	D
90454075	R
90468592	D
904861931638542338	D
905154227475030020	D
90557122	D
90563208	R
905976925750927361	R
90642314	D
906939939345936384	I
907018699	D
90754468	D
90902368	D
910131	D
910227967007232001	D
91038197	R
911070305073942528	D
91125308	D
91150764	D
911855677294903296	D
912322646372622336	D
912817412751413248	D
914212228840280064	D
91429969	R
915383732311400450	D
915594294	R
917012428432519169	R
917228844968378369	D
917619782312255488	D
917770782	D
918190202979602433	D
918264347453001728	D
91896228	R
91948725	D
919804596	R
920036844888195072	R
920282726577704960	D
920498429872279553	D
920689268997152773	R
921535285917356032	R
921917001756536832	D
922152518	D
922329490532990976	D
922800136627011586	R
923282909309661184	D
92345598	R
924325113666965504	D
924776768	D
925082685583785984	D
926095727272628224	D
926625476063498241	D
926892786812637184	D
926998287776968709	D
927080265868042241	D
927185021185622016	D
927272744	R
927766656243220480	D
928294332	D
928485013347274753	D
930906155324502016	D
930940341963935744	D
931199693601861632	R
931286316	R
931899758867861504	R
932003796	D
932068250975948800	R
93330579	D
933403387315572741	R
93357864	R
935143079866195968	D
935277284004466688	D
935339798	R
935805018	D
936274951501504513	D
936603303991037952	D
936604229015400450	R
936754297420898304	R
937020045963665409	D
937493450705924096	D
938742338536591360	D
939153360464306177	D
939232806311514112	D
939576336989016064	D
939597366361055232	D
939621458	R
939720318800875520	R
939782484	R
940266103	D
940583202699251712	D
940959803656065024	D
941719279875100678	R
94218938	D
942582714871484417	D
942584497408749568	R
943974193246425088	D
944264634	R
944417993290928128	D
944574141432201216	D
945464376999456768	R
946058601679990784	D
9468372	R
946956771997782016	D
948176780858417152	D
948389532671578112	D
949680672418992128	D
951226008123920385	I
95143163	D
951566117180493825	R
951635949901025280	D
951817958229028864	D
951865700284600322	R
952013890711244801	D
952322536448102402	D
95281047	D
953041598727716864	R
953133700031623168	R
954442279191830529	R
955644716443254784	D
955928899665387520	D
956140461437186049	D
956324325556146177	D
95689513	R
957342047698083840	D
957490573069361153	D
958712571598524416	R
959059526489202689	D
961328924469940224	D
961339138883706885	R
961488077880471557	D
961595582165987328	D
961980671630741505	R
962167821848412160	D
962789938084409344	D
963091765543649280	D
963867897956151298	R
964201091599601664	D
964370474703597573	R
964996994623311874	R
965391509918027776	D
965566396930449411	D
965786046515548160	D
965995139327053826	R
966325849661288448	D
966446051652718592	R
96802970	D
969714045858271232	R
971275297063690240	D
971547642135306240	R
971572848392376322	D
972600780137140224	D
972634525	D
973194078912475140	D
973648788115124224	D
974976480	R
975388636660330496	D
975468189164318720	D
97581493	R
976329229607620608	R
976562816772722689	D
976931069470617600	D
97716449	D
977247448820305920	D
97747246	R
978741104567816194	D
979156288234979329	D
979433850043592706	D
979502504860966912	R
979529421039300608	D
97964594	R
98012668	R
980909623766024192	D
980941320758988801	D
981925777552957442	D
983247178075398144	D
9836992	D
983700435486769152	D
983873721285869568	D
9840392	D
984354589745938432	D
985311739	D
985614567568003072	R
985676885911916544	R
986218629766287360	R
987042459602620417	R
987500474633990144	R
988794378490712064	R
988858472132415489	D
989529922531201024	D
989917831176376321	D
9905432	D
990619881405145090	R
991119776922550272	R
991665794	D
99184152	D
992814060650487808	D
99390153	D
994401403216023552	D
994671413377323008	R
994713337974816768	D
994774130909212672	D
995931227155783680	D
996222800024227845	R
996612221781323776	D
996892649301868550	D
99759888	R
998688540014862336	D
999709142058090496	D
999782080094629889	R
